id,product_id,disliked_id
1070,2358,13
1071,2358,7
1072,2358,6
1073,2358,0
1074,2361,2
1075,2361,15
1076,2361,13
1077,2361,0
1078,2361,6
1079,2449,2
1080,2449,13
1081,2453,13
1082,2453,0
1083,2456,2
1084,2456,13
1085,2456,0
1086,2456,5
1087,2460,2
1088,2460,0
1089,2460,15
1090,2460,11
1091,2460,13
1092,2460,18
1093,2461,2
1094,2461,0
1095,2461,13
1096,2469,2
1097,2469,13
1098,2469,0
1099,2474,2
1100,2474,0
1101,2474,13
1102,2480,2
1103,2480,0
1104,2483,0
1105,2486,2
1106,2486,13
1107,2489,2
1108,2489,0
1109,2489,13
1110,2490,2
1111,2491,2
1112,2491,13
1113,2496,2
1114,2496,7
1115,2496,13
1116,2496,10
1117,2503,2
1118,2503,0
1119,2504,7
1120,2504,2
1121,2504,0
1122,2505,0
1123,2505,13
1124,2505,2
1125,2506,2
1126,2506,0
1127,2506,19
1128,2517,7
1129,2517,19
1130,2517,13
1131,2519,2
1132,2519,15
1133,2519,7
1134,2519,19
1135,2520,2
1136,2520,15
1137,2520,7
1138,2520,19
1139,2521,13
1140,2521,7
1141,2521,2
1142,2521,14
1143,2521,10
1144,2522,2
1145,2522,0
1146,2522,13
1147,2523,2
1148,2523,0
1149,2523,13
1150,2524,2
1151,2524,0
1152,2524,13
1153,2525,2
1154,2525,15
1155,2525,7
1156,2525,19
1157,2533,2
1158,2533,0
1159,2533,15
1160,2533,14
1161,2533,7
1162,2534,13
1163,2534,2
1164,2536,13
1165,2536,2
1166,2536,0
1167,2536,15
1168,2536,7
1169,2537,13
1170,2537,2
1171,2537,15
1172,2537,7
1173,2541,13
1174,2541,2
1175,2541,7
1176,2541,11
1177,2541,15
1178,2542,2
1179,2542,0
1180,2542,15
1181,2542,14
1182,2542,7
1183,2544,13
1184,2544,2
1185,2544,0
1186,2544,15
1187,2544,7
1188,2546,2
1189,2546,0
1190,2547,2
1191,2547,5
1192,2547,0
1193,2549,2
1194,2551,2
1195,2551,13
1196,2552,2
1197,2552,13
1198,2553,2
1199,2553,13
1200,2554,2
1201,2554,13
1202,2554,0
1203,2554,4
1204,2555,2
1205,2555,13
1206,2555,0
1207,2555,4
1208,2558,13
1209,2558,14
1210,2559,13
1211,2559,14
1212,2564,2
1213,2564,13
1214,2564,14
1215,2565,13
1216,2565,14
1217,2568,2
1218,2568,13
1219,2571,2
1220,2571,13
1221,2571,14
1222,2572,2
1223,2572,13
1224,2572,19
1225,2572,14
1226,2575,13
1227,2575,2
1228,2576,13
1229,2578,13
1230,2578,2
1231,2579,7
1232,2579,13
1233,2579,14
1234,2580,13
1235,2580,14
1236,2584,13
1237,2584,2
1238,2584,10
1239,2584,7
1240,2584,19
1241,2585,10
1242,2585,7
1243,2585,13
1244,2593,13
1245,2603,13
1246,2613,13
1247,2613,19
1248,2614,13
1249,2620,13
1250,2621,13
1251,2621,2
1252,2621,10
1253,2624,13
1254,2624,7
1255,2624,19
1256,2625,13
1257,2625,2
1258,2625,7
1259,2625,19
1260,2628,13
1261,2628,19
1262,2629,13
1263,2629,2
1264,2629,10
1265,2630,13
1266,2632,13
1267,2632,2
1268,2632,7
1269,2632,10
1270,2632,19
1271,2634,13
1272,2634,2
1273,2634,10
1274,2634,7
1275,2639,13
1276,2645,13
1277,2645,20
1278,2655,2
1279,2655,20
1280,2655,13
1281,2657,13
1282,2657,11
1283,2659,13
1284,2659,7
1285,2683,20
1286,2691,13
1287,2691,20
1288,2694,13
1289,2694,2
1290,2699,20
1291,2699,2
1292,2701,20
1293,2705,13
1294,2705,2
1295,2710,13
1296,2710,2
1297,2710,14
1298,2710,19
1299,2712,20
1300,2716,13
1301,2716,2
1302,2716,20
1303,2717,2
1304,2717,14
1305,2717,13
1306,2718,20
1307,2721,13
1308,2721,20
1309,2721,2
1310,2722,13
1311,2722,0
1312,2724,2
1313,2725,2
1314,2726,20
1315,2726,2
1316,2728,13
1317,2728,0
1318,2728,20
1319,2728,14
1320,2729,2
1321,2729,20
1322,2729,14
1323,2733,13
1324,2733,0
1325,2733,15
1326,2734,15
1327,2735,13
1328,2741,2
1329,2741,13
1330,2741,19
1331,2750,13
1332,2750,2
1333,2750,14
1334,2762,2
1335,2762,15
1336,2762,13
1337,2769,13
1338,2769,2
1339,2769,14
1340,2770,15
1341,2770,2
1342,2770,14
1343,2773,15
1344,2773,14
1345,2773,2
1346,2776,2
1347,2776,13
1348,2776,14
1349,2776,15
1350,2780,2
1351,2780,13
1352,2801,15
1353,2801,14
1354,2801,2
1355,2801,19
1356,2809,15
1357,2809,14
1358,2809,2
1359,2809,19
1360,2810,15
1361,2810,14
1362,2810,2
1363,2810,19
1364,2811,13
1365,2811,2
1366,2812,10
1367,2812,2
1368,2812,13
1369,2820,2
1370,2820,13
1371,2820,6
1372,2820,10
1373,2820,0
1374,2827,15
1375,2827,14
1376,2827,20
1377,2827,13
1378,2831,15
1379,2831,2
1380,2831,13
1381,2831,14
1382,2835,13
1383,2835,2
1384,2835,10
1385,2835,7
1386,2841,15
1387,2841,2
1388,2844,0
1389,2851,2
1390,2851,14
1391,2851,15
1392,2859,13
1393,2859,14
1394,2859,2
1395,2859,11
1396,2865,13
1397,2865,14
1398,2865,2
1399,2865,15
1400,2866,19
1401,2866,13
1402,2866,2
1403,2866,14
1404,2870,6
1405,2870,2
1406,2870,13
1407,2870,20
1408,2874,13
1409,2874,2
1410,2876,10
1411,2876,2
1412,2876,13
1413,2886,2
1414,2886,14
1415,2886,7
1416,2886,13
1417,2893,20
1418,2893,2
1419,2894,2
1420,2894,13
1421,2911,2
1422,2911,13
1423,2912,15
1424,2912,2
1425,2926,15
1426,2926,13
1427,2926,2
1428,2927,15
1429,2927,11
1430,2927,2
1431,2938,15
1432,2938,0
1433,2938,18
1434,2939,15
1435,2939,18
1436,2940,0
1437,2940,13
1438,2940,2
1439,2941,15
1440,2941,13
1441,2941,2
1442,2941,0
1443,2941,11
1444,2941,18
1445,2941,7
1446,2943,15
1447,2943,0
1448,2943,18
1449,2948,0
1450,2948,13
1451,2953,15
1452,2953,0
1453,2953,13
1454,2953,2
1455,2954,15
1456,2954,13
1457,2954,2
1458,2954,0
1459,2954,11
1460,2954,18
1461,2954,7
1462,2955,0
1463,2955,13
1464,2955,2
1465,2956,15
1466,2956,18
1467,2956,2
1468,2956,0
1469,2957,15
1470,2957,13
1471,2965,15
1472,2965,11
1473,2965,2
1474,2967,15
1475,2967,13
1476,2967,2
1477,2967,7
1478,2968,15
1479,2968,11
1480,2968,2
1481,2969,15
1482,2969,6
1483,2969,7
1484,2969,11
1485,2969,0
1486,2969,2
1487,2973,15
1488,2973,18
1489,2979,15
1490,2979,6
1491,2979,7
1492,2979,11
1493,2979,0
1494,2979,2
1495,2980,0
1496,2980,13
1497,2985,13
1498,2986,0
1499,2986,6
1500,2987,15
1501,2987,11
1502,2987,2
1503,2989,13
1504,3022,13
1505,3022,2
1506,3024,13
1507,3024,2
1508,3028,13
1509,3029,13
1510,3029,2
1511,3034,13
1512,3034,2
1513,3034,10
1514,3035,13
1515,3036,13
1516,3037,10
1517,3037,19
1518,3038,13
1519,3038,2
1520,3039,13
1521,3039,2
1522,3043,13
1523,3043,2
1524,3043,14
1525,3043,7
1526,3043,19
1527,3044,13
1528,3044,2
1529,3044,14
1530,3048,13
1531,3048,2
1532,3051,13
1533,3051,2
1534,3053,2
1535,3053,13
1536,3059,20
1537,3059,13
1538,3061,20
1539,3062,20
1540,3065,13
1541,3074,2
1542,3074,13
1543,3078,13
1544,3080,2
1545,3080,7
1546,3080,13
1547,3081,2
1548,3081,13
1549,3082,2
1550,3086,2
1551,3087,2
1552,3089,2
1553,3091,13
1554,3091,2
1555,3093,13
1556,3093,2
1557,3094,13
1558,3094,2
1559,3098,10
1560,3099,2
1561,3099,13
1562,3101,13
1563,3102,2
1564,3102,13
1565,3103,13
1566,3103,2
1567,3104,2
1568,3104,13
1569,3106,13
1570,3106,2
1571,3107,2
1572,3107,13
1573,3108,13
1574,3108,2
1575,3108,19
1576,3109,13
1577,3109,2
1578,3113,2
1579,3113,13
1580,3114,13
1581,3114,2
1582,3114,19
1583,3127,7
1584,3127,13
1585,3127,2
1586,3138,2
1587,3138,0
1588,3140,7
1589,3140,13
1590,3140,2
1591,3141,2
1592,3141,7
1593,3141,13
1594,3210,14
1595,3219,15
1596,3219,2
1597,3262,2
1598,3278,2
1599,3279,2
1600,3280,2
1601,3292,14
1602,3294,14
1603,3296,13
1604,3297,14
1605,3302,2
1606,3303,14
1607,3304,14
1608,3305,14
1609,3313,14
1610,3320,14
1611,3327,9
1612,3490,0
1613,3490,13
1614,3493,2
1615,3493,0
1616,3503,0
1617,3503,2
1618,3507,2
1619,3507,0
1620,3508,8
1621,3508,0
1622,3508,2
1623,3511,0
1624,3522,0
1625,3522,2
1626,3522,13
1627,3551,0
1628,3555,0
1629,3566,0
1630,3573,14
1631,3573,0
1632,3574,0
1633,3577,14
1634,3577,0
1635,3578,14
1636,3578,15
1637,3581,0
1638,3583,0
1639,3583,8
1640,3583,14
1641,3584,0
1642,3584,14
1643,3585,0
1644,3585,14
1645,3588,0
1646,3594,0
1647,3597,0
1648,3602,0
1649,3602,2
1650,3605,0
1651,3611,8
1652,3611,0
1653,3621,0
1654,3621,14
1655,3629,5
1656,3629,13
1657,3644,13
1658,3644,2
1659,3649,5
1660,3649,2
1661,3649,13
1662,3653,0
1663,3653,13
1664,3654,0
1665,3657,0
1666,3660,0
1667,3660,16
1668,3662,16
1669,3665,0
1670,3665,16
1671,3665,13
1672,3667,0
1673,3667,13
1674,3669,0
1675,3669,13
1676,3691,0
1677,3691,2
1678,3691,13
1679,3692,0
1680,3692,2
1681,3737,0
1682,3753,0
1683,3754,0
1684,3762,0
1685,3789,8
1686,3811,13
1687,3817,14
1688,3818,13
1689,3825,14
1690,3825,17
1691,3828,14
1692,3834,11
1693,3834,14
1694,3834,8
1695,3835,0
1696,3835,13
1697,3837,14
1698,3840,2
1699,3840,13
1700,3840,7
1701,3841,13
1702,3848,2
1703,3854,14
1704,3855,15
1705,3870,0
1706,3877,2
1707,3879,2
1708,3886,15
1709,3886,20
1710,3887,0
1711,3887,13
1712,3907,14
1713,3907,13
1714,3909,0
1715,3909,8
1716,3909,2
1717,3909,13
1718,3916,8
1719,3917,13
1720,3918,2
1721,3949,13
1722,3955,13
1723,3961,13
1724,3962,14
1725,3985,13
1726,3993,13
1727,3999,14
1728,3999,16
1729,3999,18
1730,3999,17
1731,4008,14
1732,4015,5
1733,4017,2
1734,4018,14
1735,4026,13
1736,4029,0
1737,4029,2
1738,4029,13
1739,4030,0
1740,4030,13
1741,4031,8
1742,4031,13
1743,4039,8
1744,4043,0
1745,4043,8
1746,4043,2
1747,4043,13
1748,4045,14
1749,4048,14
1750,4091,0
1751,4091,13
1752,4103,5
1753,4103,2
1754,4103,13
1755,4105,14
1756,4105,15
1757,4105,18
1758,4105,17
1759,4105,8
1760,4115,14
1761,4117,14
1762,4123,14
1763,4129,14
1764,4129,16
1765,4130,14
1766,4130,16
1767,4131,14
1768,4146,16
1769,4151,16
1770,4152,11
1771,4173,15
1772,4179,14
1773,4179,20
1774,4180,0
1775,4180,13
1776,4183,14
1777,4191,13
1778,4203,14
1779,4204,14
1780,4215,13
1781,4223,14
1782,4223,16
1783,4228,14
1784,4237,14
1785,4238,14
1786,4239,8
1787,4245,2
1788,4259,13
1789,4265,14
1790,4266,2
1791,4271,11
1792,4273,14
1793,4274,14
1794,4290,0
1795,4290,8
1796,4290,2
1797,4290,13
1798,4302,14
1799,4309,13
1800,4338,2
1801,4358,2
1802,4358,13
1803,4365,2
1804,4379,13
1805,4380,0
1806,4380,13
1807,4429,2
1808,4431,13
1809,4438,2
1810,4445,0
1811,4453,13
1812,4463,8
1813,4475,15
1814,4479,0
1815,4486,0
1816,4486,13
1817,4488,0
1818,4488,13
1819,4515,17
1820,4515,14
1821,4521,0
1822,4535,0
1823,4548,13
1824,4572,0
1825,4587,2
1826,4592,8
1827,4595,0
1828,4595,13
1829,4603,14
1830,4605,0
1831,4605,13
1832,4613,2
1833,4625,13
1834,4639,8
1835,4658,14
1836,4669,14
1837,4707,0
1838,4714,14
1839,4716,2
1840,4719,14
1841,4724,0
1842,4725,13
1843,4728,13
1844,4729,0
1845,4740,17
1846,4740,14
1847,4744,14
1848,4748,2
1849,4769,13
1850,4769,2
1851,4776,0
1852,4776,13
1853,4778,0
1854,4778,13
1855,4781,14
1856,4784,0
1857,4784,13
1858,4789,2
1859,4793,2
1860,4803,8
1861,4807,0
1862,4818,0
1863,4822,14
1864,4822,13
1865,4824,13
1866,4827,14
1867,4827,8
1868,4830,14
1869,4830,20
1870,4848,2
1871,5315,14
1872,5331,2
1873,5331,0
1874,5337,2
1875,5391,2
1876,5391,12
1877,5396,4
1878,5396,13
1879,5396,5
1880,5426,0
1881,5426,2
1882,5426,14
1883,5430,0
1884,5430,13
1885,5516,12
1886,5526,2
1887,5527,2
1888,5528,2
1889,5537,2
1890,5538,2
1891,5559,5
1892,5575,13
1893,5638,5
1894,5638,2
1895,5644,5
1896,5644,2
1897,5646,5
1898,5662,0
1899,5669,0
1900,5732,13
1901,5759,0
1902,5760,13
1903,5762,11
1904,5765,0
1905,5766,0
1906,5768,2
1907,5768,7
1908,5772,11
1909,5777,0
1910,5781,5
1911,5785,2
1912,5790,16
1913,5795,2
1914,5795,13
1915,5800,0
1916,5860,14
1917,5881,0
1918,5881,13
1919,5894,2
1920,5894,0
1921,5894,13
1922,5909,6
1923,5910,6
1924,5910,11
1925,5910,2
1926,5910,13
1927,5911,6
1928,5911,2
1929,5912,6
1930,5912,2
1931,5913,6
1932,5913,2
1933,5915,6
1934,5915,13
1935,5918,6
1936,5918,2
1937,5919,6
1938,5921,6
1939,5928,6
1940,5928,2
1941,5931,6
1942,5974,13
1943,6000,13
1944,6029,13
1945,6029,15
1946,6029,2
1947,6062,7
1948,6062,2
1949,6063,10
1950,6063,2
1951,6064,7
1952,6064,2
1953,6085,6
1954,6085,2
1955,6092,13
1956,6092,19
1957,6102,13
1958,6102,2
1959,6102,7
1960,6102,10
1961,6102,0
1962,6103,11
1963,6103,2
1964,6103,13
1965,6103,15
1966,6112,6
1967,6112,2
1968,6112,13
1969,6112,10
1970,6112,0
1971,6126,11
1972,6126,2
1973,6126,13
1974,6127,6
1975,6127,2
1976,6141,6
1977,6141,11
1978,6141,2
1979,6141,15
1980,6142,6
1981,6142,11
1982,6142,2
1983,6142,13
1984,6142,15
1985,6142,7
1986,6143,6
1987,6143,11
1988,6143,2
1989,6143,15
1990,6149,7
1991,6149,0
1992,6149,11
1993,6149,15
1994,6149,2
1995,6191,15
1996,6194,10
1997,6194,19
1998,6201,15
1999,6201,13
2000,6235,15
2001,6235,13
2002,6240,2
2003,6244,2
2004,6253,15
2005,6253,13
2006,6255,10
2007,6256,15
